"","p","r","n","b","q"
"155",0.50002833769464,0.496946006166282,0.244361608415162,0.319351244915408,0.395807964349561
"156",0.499787062465995,0.496677202891416,0.244257973417623,0.319231416949504,0.395594217167137
"157",0.49956440915097,0.49646021711532,0.244154338420084,0.319098634608907,0.395244449050444
"158",0.499340946187528,0.496220561183512,0.244028033266834,0.318982045236676,0.394972407181905
"159",0.499122341114594,0.495974428064357,0.243930875456642,0.31884926289608,0.39477809156152
"160",0.498898068502733,0.495757442288261,0.243833717646449,0.318719719149157,0.394583775941135
"161",0.498719945850714,0.495530740731145,0.243717128274218,0.31858693680856,0.394344120009327
"162",0.498532107417675,0.495300800580356,0.24365559499443,0.318486540404695,0.394059123766096
"163",0.498340220742545,0.495135632303029,0.243564914371583,0.318392621188175,0.393774127522864
"164",0.498185577894655,0.494902453558567,0.243493665310775,0.318344042283079,0.393547425965749
"165",0.498019599968909,0.494724330906547,0.243419177656295,0.318263077441252,0.393288338471902
"166",0.497872243956784,0.494542969660854,0.243334974220794,0.318169158224733,0.393087545664171
"167",0.49771031427313,0.494345415446796,0.24322486203591,0.318088193382905,0.392860844107055
"168",0.497567006503096,0.494096043733969,0.243156851568775,0.317978081198021,0.392660051299324
"169",0.497427746975154,0.493914682488276,0.243059693758582,0.317897116356193,0.392465735678939
"170",0.497287677798793,0.493749514210949,0.243007876259813,0.317803197139674,0.392310283182631
"171",0.497147608622432,0.493587584527295,0.242949581573697,0.317715755110501,0.392174262248361
"172",0.497037496437547,0.493458040780372,0.242875093919217,0.317628313081328,0.392005855377361
"173",0.496924955307407,0.493328497033448,0.242800606264736,0.317566779801539,0.391856880068399
"174",0.496805936989921,0.493176283130813,0.24274231157862,0.317511723709097,0.391714381946783
"175",0.496702301992383,0.49304673938389,0.242693732673524,0.317427520273596,0.391539497888437
"176",0.496599476643262,0.492917195636967,0.24265810814312,0.317365986993808,0.39133222789336
"177",0.496503938129906,0.492774697515351,0.242635437987408,0.317304453714019,0.391189729771744
"178",0.496403541726041,0.492638676581081,0.242593336269658,0.317262351996269,0.391001891338705
"179",0.496302335673757,0.492496178459466,0.242567427520274,0.317187864341788,0.390878824779128
"180",0.496209226105656,0.492382827680908,0.242515610021504,0.317139285436692,0.390749281032205
"181",0.496114497240718,0.492243568152965,0.242473508303754,0.317090706531596,0.390613260097935
"182",0.496045677125165,0.492062206907273,0.242428167992331,0.317048604813846,0.390516102287743
"183",0.495954996502319,0.491939140347695,0.2423957820556,0.316987071534057,0.39041894447755
"184",0.495857029043708,0.491835505350157,0.24235368033785,0.316925538254268,0.390269969168588
"185",0.495778493147136,0.491731870352618,0.242298624245408,0.31686400497448,0.39016633417105
"186",0.495700766898982,0.491621758167733,0.24226947690235,0.316825141850403,0.390095085110242
"187",0.495616563463482,0.491524600357541,0.242240329559292,0.316763608570614,0.390004404487395
"188",0.495535598621655,0.491437158328367,0.242211182216234,0.316731222633883,0.389907246677203
"189",0.495466778506101,0.491346477705521,0.242172319092157,0.316715029665518,0.389842474803741
"190",0.495393910148457,0.491252558489002,0.2421431717491,0.316672927947768,0.389764748555587
"191",0.495319422493976,0.491174832240848,0.242104308625023,0.316637303417364,0.389687022307433
"192",0.495246554136332,0.491064720055963,0.242062206907273,0.316598440293287,0.389583387309895
"193",0.495176114723942,0.490954607871078,0.242026582376869,0.31655957716921,0.389466797937664
"194",0.495114581444154,0.490870404435578,0.242003912221157,0.31651747545146,0.389414980438894
"195",0.495066002539057,0.490805632562116,0.241987719252792,0.316472135140037,0.389317822628702
"196",0.495006898204524,0.490744099282328,0.241968287690753,0.31643327201596,0.389201233256471
"197",0.494938887737389,0.490666373034174,0.241939140347695,0.316394408891883,0.389142938570355
"198",0.494876544809182,0.490604839754385,0.241909993004638,0.316352307174133,0.389065212322201
"199",0.494823917661994,0.490504443350519,0.241897038629945,0.316319921237402,0.388981008886701
"200",0.49477452910848,0.490442910070731,0.241858175505868,0.316294012488017,0.388857942327124
"201",0.494729998445475,0.490391092571962,0.241829028162811,0.316245433582921,0.388799647641008
"202",0.494682229188797,0.490323082104827,0.241809596600772,0.316219524833536,0.38878021607897
"203",0.494630411690028,0.490248594450346,0.241790165038734,0.316196854677825,0.388734875767547
"204",0.494580213488095,0.490183822576884,0.241757779102003,0.31617094592844,0.388670103894085
"205",0.494532444231417,0.490128766484442,0.241718915977926,0.316145037179055,0.388585900458585
"206",0.49448872321683,0.49006399461098,0.241705961603233,0.316122367023344,0.388553514521854
"207",0.49444662149908,0.48997979117548,0.241676814260176,0.316102935461305,0.388527605772469
"208",0.494396423297147,0.489898826333653,0.241657382698137,0.31608674249294,0.388488742648392
"209",0.494355940876234,0.489817861491826,0.241641189729772,0.316080265305594,0.388411016400238
"210",0.494316268103739,0.489766043993056,0.241634712542426,0.316060833743555,0.388339767339431
"211",0.494272547089152,0.489710987900614,0.241628235355079,0.316051117962536,0.388300904215354
"212",0.494241780449258,0.489665647589191,0.241602326605695,0.316038163587844,0.388249086716584
"213",0.494209394512527,0.489620307277768,0.241582895043656,0.316025209213151,0.388216700779853
"214",0.494175389278959,0.489571728372671,0.241573179262637,0.316005777651113,0.388164883281084
"215",0.494144622639065,0.489516672280229,0.241553747700598,0.315979868901728,0.388113065782315
"216",0.494113855999171,0.489448661813094,0.241544031919579,0.31595072155867,0.388074202658238
"217",0.494084708656113,0.489387128533306,0.241537554732233,0.315941005777651,0.388015907972122
"218",0.494058799906729,0.489357981190248,0.241518123170195,0.315905381247247,0.387996476410084
"219",0.494023985024743,0.489315879472498,0.241501930201829,0.315876233904189,0.38795113609866
"220",0.493989979791175,0.489257584786382,0.241495453014483,0.315856802342151,0.387886364225199
"221",0.493958403502863,0.489209005881286,0.241482498639791,0.315837370780112,0.387821592351737
"222",0.493925207917714,0.489163665569863,0.241472782858771,0.31582441640542,0.387802160789699
"223",0.493896060574656,0.489131279633132,0.241459828484079,0.315811462030728,0.387769774852968
"224",0.493874200067363,0.489111848071094,0.241446874109387,0.315775837500324,0.387737388916237
"225",0.493845052724305,0.489092416509055,0.241437158328367,0.315762883125631,0.387672617042775
"226",0.493823192217012,0.489053553384978,0.241414488172656,0.315746690157266,0.387627276731352
"227",0.4938005220613,0.489011451667228,0.241404772391637,0.315717542814208,0.387588413607275
"228",0.493781090499262,0.488966111355805,0.241395056610617,0.315701349845843,0.387568982045237
"229",0.493755991398295,0.488936964012747,0.241395056610617,0.315675441096458,0.387549550483198
"230",0.493729273000492,0.488881907920305,0.241385340829598,0.315659248128093,0.387510687359121
"231",0.493707412493199,0.488843044796228,0.241375625048579,0.315623623597689,0.387452392673006
"232",0.493680694095396,0.488800943078478,0.241349716299194,0.315610669222997,0.387420006736275
"233",0.493660452884939,0.488745886986035,0.241343239111848,0.315597714848304,0.387381143612198
"234",0.493646688861829,0.488716739642977,0.24132380754981,0.315597714848304,0.387355234862813
"235",0.493624018706117,0.488674637925227,0.241310853175117,0.315575044692593,0.387342280488121
"236",0.493598919605151,0.48864549058217,0.241297898800425,0.315558851724227,0.387296940176698
"237",0.493576249449439,0.488600150270746,0.241284944425733,0.315555613130554,0.387277508614659
"238",0.493552769645309,0.488567764334016,0.241275228644713,0.315542658755862,0.387238645490582
"239",0.493539005622199,0.488532139803612,0.241268751457367,0.315536181568516,0.387193305179159
"240",0.493522812653833,0.488496515273208,0.241265512863694,0.31552970438117,0.387154442055082
"241",0.493507429333886,0.488483560898515,0.241255797082675,0.315513511412804,0.387122056118351
"242",0.493487997771848,0.488473845117496,0.241246081301656,0.315507034225458,0.387115578931005
"243",0.493463708319299,0.488457652149131,0.241233126926963,0.315497318444439,0.387102624556313
"244",0.493441038163588,0.488431743399746,0.241226649739617,0.315487602663419,0.387076715806928
"245",0.493423225898386,0.488422027618727,0.241210456771252,0.315468171101381,0.387057284244889
"246",0.493404603984766,0.488399357463015,0.241200740990232,0.315458455320362,0.387044329870197
"247",0.493387601367982,0.488376687307304,0.24118778661554,0.315451978133016,0.387044329870197
"248",0.493378695235381,0.488357255745265,0.241174832240848,0.315439023758323,0.387037852682851
"249",0.493361692618597,0.488337824183227,0.241168355053502,0.31543578516465,0.387018421120812
"250",0.493350357540742,0.488321631214861,0.241161877866155,0.315426069383631,0.386992512371428
"251",0.493338212814467,0.488305438246496,0.241161877866155,0.315409876415265,0.386953649247351
"252",0.493326877736612,0.48828924527813,0.241161877866155,0.315406637821592,0.386908308935928
"253",0.493317161955592,0.4882568593414,0.241161877866155,0.315400160634246,0.386895354561235
"254",0.493310684768246,0.488224473404669,0.241158639272482,0.315390444853227,0.386895354561235
"255",0.493302588284064,0.488208280436303,0.241158639272482,0.315390444853227,0.386895354561235
"256",0.493288014612535,0.488185610280592,0.241152162085136,0.315383967665881,0.386869445811851
"257",0.493275060237842,0.488146747156515,0.241129491929425,0.315383967665881,0.386856491437158
"258",0.493267773402078,0.488117599813457,0.241119776148405,0.315367774697515,0.386850014249812
"259",0.493258057621059,0.488098168251418,0.241113298961059,0.315364536103842,0.386843537062466
"260",0.493241055004275,0.488091691064072,0.241100344586367,0.315361297510169,0.386830582687774
"261",0.493229719926419,0.488085213876726,0.241087390211674,0.31535158172915,0.386817628313081
"262",0.49322486203591,0.48807873668938,0.241077674430655,0.315348343135477,0.38678524237635
"263",0.493218384848563,0.488056066533668,0.241077674430655,0.315328911573438,0.386778765189004
"264",0.493205430473871,0.488049589346322,0.241064720055963,0.315319195792419,0.386765810814312
"265",0.493194095396015,0.48803663497163,0.241064720055963,0.315315957198746,0.38675285643962
"266",0.493185998911833,0.488023680596938,0.241064720055963,0.315312718605073,0.386739902064927
"267",0.49317304453714,0.488010726222245,0.241064720055963,0.315312718605073,0.386733424877581
"268",0.493160899810866,0.487997771847553,0.241058242868617,0.315306241417727,0.386694561753504
"269",0.493151993678265,0.487988056066534,0.241051765681271,0.315296525636708,0.38666865300412
"270",0.493141468248828,0.487968624504495,0.241048527087597,0.315286809855688,0.386642744254735
"271",0.493133371764645,0.487949192942457,0.241045288493924,0.315280332668342,0.386642744254735
"272",0.493125275280462,0.487945954348784,0.241038811306578,0.315273855480996,0.386623312692696
"273",0.493115559499443,0.487945954348784,0.241035572712905,0.31526737829365,0.386610358318004
"274",0.49310746301526,0.487939477161437,0.241035572712905,0.31525766251263,0.386603881130658
"275",0.493096937585823,0.487929761380418,0.241032334119232,0.315254423918957,0.386590926755966
"276",0.493090460398477,0.487920045599399,0.241029095525559,0.315251185325284,0.386590926755966
"277",0.493083173562712,0.48791032981838,0.241029095525559,0.315238230950592,0.386577972381273
"278",0.493073457781693,0.487894136850014,0.241029095525559,0.315234992356919,0.386558540819235
"279",0.493069409539602,0.487881182475322,0.241025856931886,0.315228515169573,0.386552063631888
"280",0.49306536129751,0.487881182475322,0.24101937974454,0.315218799388554,0.386526154882504
"281",0.493058074461746,0.487877943881649,0.241016141150867,0.315205845013861,0.386513200507811
"282",0.4930515972744,0.487864989506957,0.241016141150867,0.315196129232842,0.386493768945773
"283",0.493042691141799,0.487855273725937,0.241012902557194,0.315189652045496,0.386474337383734
"284",0.493036213954452,0.487848796538591,0.24100966396352,0.31518317485815,0.386467860196388
"285",0.493032165712361,0.487842319351245,0.241006425369847,0.315179936264476,0.386461383009042
"286",0.493022449931342,0.487835842163899,0.241003186776174,0.315179936264476,0.386441951447004
"287",0.493013543798741,0.487822887789206,0.240999948182501,0.315176697670803,0.386416042697619
"288",0.493008685908231,0.487800217633495,0.240996709588828,0.31517345907713,0.386416042697619
"289",0.49300463766614,0.487790501852476,0.240990232401482,0.31517345907713,0.386409565510273
"290",0.492995731533539,0.487790501852476,0.240990232401482,0.315170220483457,0.386403088322927
"291",0.492987635049356,0.487790501852476,0.240986993807809,0.315170220483457,0.386390133948234
"292",0.492979538565173,0.487780786071456,0.240986993807809,0.315170220483457,0.386383656760888
"293",0.492975490323082,0.487771070290437,0.240986993807809,0.315170220483457,0.386377179573542
"294",0.492967393838899,0.487764593103091,0.240986993807809,0.315170220483457,0.386370702386196
"295",0.492963345596808,0.487741922947379,0.240986993807809,0.315170220483457,0.386370702386196
"296",0.492956868409462,0.487725729979014,0.240986993807809,0.315166981889784,0.386370702386196
"297",0.492949581573697,0.487716014197995,0.240980516620463,0.315166981889784,0.386370702386196
"298",0.492944723683188,0.487706298416975,0.24096756224577,0.315166981889784,0.38636422519885
"299",0.492941485089515,0.48769010544861,0.240964323652097,0.315163743296111,0.38636422519885
"300",0.492935817550587,0.487677151073918,0.240961085058424,0.315160504702438,0.38636422519885
